X,y
1.2821048357613374,6.998091210445018
3.0945599705388185,16.227899408013354
8.414631047549136,43.5240804578108
7.652873447273335,38.916364993725
7.733298574227494,39.87658933436431
7.660792696724066,39.54332132031086
1.0647546316735579,6.708197481666933
7.1532873911433725,36.80122416413914
5.387265227364303,27.537193763310977
6.189473674238798,32.25658299720095
9.41657456179765,47.99431392289925
4.697164373497308,24.692116673807888
7.516715435491347,37.614240773290355
7.244803778154062,36.20331972701636
0.21181819818982484,1.2009719455734031
4.1934731528516185,21.189456226433048
2.78894069587437,14.737397912403702
3.9269765542224966,22.09241357774378
1.5025142641399392,8.032314496694712
3.915183469532982,21.71512049959463
8.498473040872524,43.45759595970542
0.3675310354067851,3.0222845053781215
7.417228669744813,38.04513041240167
5.230348645765186,27.044370030656967
7.617046047062576,38.51274747253071
6.095897231670473,30.893886450465263
4.489447403699622,23.412984569965346
7.469252976029446,39.566999775530995
9.967893155239752,50.73580480562554
2.593773318242002,14.136820652273236
0.36618256200726007,3.3838983446114717
8.215026361561677,41.78329312600923
5.451541350827299,28.708232231913772
6.719707802341093,34.87422352628023
9.561304795072608,49.10460745897298
8.28828791864025,42.18201808626513
6.298014775042187,32.701432460596244
9.572247467846216,48.27448993275313
2.013021797710446,12.473487418580799
6.680811033628094,34.74459230023869
2.6526919094361046,14.571418291726895
6.814916796932721,35.702672817857774
1.146323848020181,7.286500000523752
5.616817891596969,28.99629702768726
6.060116946845168,30.87130668672768
1.3250818586203705,7.778357814505911
7.1889996792691075,37.298024029892694
1.806445651397659,10.980699597789494
3.257831268718422,17.815026733736648
5.685618949379336,29.946407231165526
5.437270133660298,28.054481377939304
7.225659359819857,37.56811362418494
6.756844768832668,34.867197883191935
6.224171384848862,31.95899725187427
0.35179187137737267,3.0542740991726687
3.67439302382524,19.17446461388733
1.3451458278019424,7.983457394275236
7.806773276186528,39.40342945395992
1.3112670702815576,6.6856330400896535
5.566869535065658,28.420071832054443
1.0942966497011375,5.5444507370159934
2.7789240845718566,13.862899886664701
3.3021200251611935,17.455970308678097
1.8198134091295293,10.192042230397119
6.408085728100881,33.019985357015415
4.145739357061947,21.734782405915205
1.8860333796811113,10.00802840533804
3.3624518484299006,16.561095304268065
0.6434928234063053,3.849456535894527
7.250049451429003,38.491079328565654
5.542594667021991,28.19307846599449
1.9261206036726009,10.95955328598483
0.1980840271064177,1.8702801613057414
0.7059467367238259,4.98089673913465
1.1256405104318268,6.374618567071423
9.30153708669067,48.010654697755676
8.251499209110419,42.327153623166986
8.21403403295116,41.73783846784813
6.800259311946507,35.687784120089475
1.632366320238513,10.332167402637381
6.0523121030137395,31.407868715420538
4.601453645730884,23.784799941879914
7.40889091767327,38.086805881376634
8.480712854904679,43.029935879483375
9.890651271783561,51.06401854023886
8.229302325988611,41.89220291198107
1.5674338907474972,7.908098809744465
1.4067182532099487,7.072157005460345
7.813737127888913,39.93351606990551
5.124348674728891,26.78414917878384
3.351389351737261,18.157588681453863
3.2030969901835737,17.409520000845966
4.334569550288982,22.104787954216953
7.95642477030839,39.69679434936545
8.98942399537097,45.67166270858533
0.6188214675267445,4.429551445333788
8.981078315158479,45.3286205194767
1.9784183283654844,10.635269876259725
1.2064264308681771,6.6084944901157145
7.728412888121159,40.51213630063479
